pair_id	image	sentence_id	en_translation
14	14_7003_4	1	They will be very surprised because it's actually very fast as seen as it's going down the stairs.
14	14_7004_0	1	The dog has opened it's mouth ready to cath the ball.
14	14_7004_1	2	Is the a police dog or it's for that child the resides by the corner.
14	14_7004_2	1	This dog is for the child that stays by the corner, he went to play with it at the park.
14	14_7004_3	2	Thats good, it looks like he really loves his dog.
14	14_7004_4	1	Yes he really loves his dog, he always carries it wherever he goes.
14	14_7005_0	1	A young man is skiing on water.
14	14_7005_1	2	Is this young man preparing for the competition that is starting next week or he is just having fun?
14	14_7005_2	1	He has just come to have fun with his friends, they planned for this day a long time ago.
14	14_7005_3	2	I thought he is part of the group that was chosen to go and compete in the water skiing competition, yet he his just having fun. 
14	14_7005_4	1	Yes they just came to have fun, he wasnt selected because he was sick the day the selections were been made.
14	14_7006_0	1	The dog is looking while sticking it's tongue out.
14	14_7006_1	2	Has this dog eaten anything today? It looks hungry.
14	14_7006_2	1	No it hasnt, the person that feeds it is not yet back from work.
14	14_7006_3	2	Now wont it grab the food from the child starts eaing?
14	14_7006_4	1	It's possible for it to grab the child's food but they will have to lock it up in it's house when the child starts eating, because it's food is different from what humans eat.
14	14_7007_0	1	The dog is jumping and running around the pitch.
14	14_7007_1	2	Is the a police dog?
14	14_7007_2	1	Yes it is a police dog, it escaped from the chain while they were looking for the thief.
14	14_7007_3	2	Okay, they shoukd train it well because we have a lot of thieves in this area.
14	14_7007_4	1	Today marks a week since they started training it, we believe it will do a good in catching the thieves.
14	14_7008_0	1	A big dog is chasing a small dog.
14	14_7008_1	2	Are these dogs playing or they are running after the food?
14	14_7008_2	1	These dogs are running after the food which has been put aside the ground, thats why they are running.
14	14_7008_3	2	Yes, because they have been chasing each other around for some time now.
14	14_7008_4	1	Yes thats why they have been running around the yard they want to go and get the food.
14	14_7009_0	1	Young men and young women are taking pictures while walking in snow.
14	14_7009_1	2	Is there a competition or they just camr to have fun?
14	14_7009_2	1	No they just came to have fun and take pictures of all the mountains that have snow.
14	14_7009_3	2	It's good that they now kno the place because it is a well known place in this country.
14	14_7009_4	1	Too much, and people from neighbouring countries come to visit and take pictures in the snow.
14	14_7010_0	1	Young men and women are in a club drinking and taking picyures.
14	14_7010_1	2	Is this the new club that was recently opened in this area?
14	14_7010_2	1	Yes it is thats why young men and young women have come to see how nice the club and what beer is there./
14	14_7010_3	2	It has attracted alot of the youths, it was actually announced on radio that they are opening.
14	14_7010_4	1	That's why there are a lot of young men and women because they had prepared themselves for the opening of the club.
14	14_7011_0	1	One of the major stores is on fire and the fire fighters have hust arrived.
14	14_7011_1	2	What could be the cause of the fire?
14	14_7011_2	1	It's like they left some machines running last night when they knocked off, they just found the whole building on fire when they came in today.
14	14_7011_3	2	It appears that the person in charge of checking that all the machines are off didnt pass through now look at how many things have been burnt.
14	14_7011_4	1	That's how a lot of property has been burnt in the shop, the fire fighters were also late. the owner of the building has really made a loss.
14	14_7012_0	1	Two children, a boy and a girl a plying in water at dusk.
14	14_7012_1	2	Aren't these children supposed to be heading home? Their parents have been looking for them.
14	14_7012_2	1	These children dont listen, their parents have told them not to be playing in water because they might get sick, i beieve they will be whiped today.
14	14_7012_3	2	Their parenta have to do somethig, do these children even go to school?
14	14_7012_4	1	Yes they do, it's just that schools are closed thats why these children are staying home.
14	14_7013_0	1	A baby boy is smiling, behind him is a man cleaning the wall.
14	14_7013_1	2	The baby looks happy because he is with the father.
14	14_7013_2	1	He is happy because he has been shown how to build and clean walls by his father hence he feels as if he has grown because he has been shown how to do chores.
14	14_7013_3	2	It's good that he is learning to do chores, it's important for a child to learn how to do chores when he is still young.
14	14_7013_4	1	Too much, when a child learns to do chores at a tender age, life becomes easy and they find it easy staying with other people.
14	14_7014_0	1	A white lady has her legs stretched on the ground while a group of people is sitting.
14	14_7014_1	2	Are these people waiting to be addressed by the principal of the school?
14	14_7014_2	1	Yes that's true, the whole crowd is seated on the green grass waiting for the principal to address them on the closing date of the school.
14	14_7014_3	2	"""If this is the case then i will go and visit my grandfather in the city since school is closing"", the lady is thinking out loud where she is seated."
14	14_7014_4	1	The principal says everyone should go back to there homes  the school has been closed, they will only return after two months.
14	14_7015_0	1	Three guys are standing with a lady at the festival.
14	14_7015_1	2	Is this the festival that occurs every year were people come to dance and drink or it's a different event?
14	14_7015_2	1	This is the annual event, some people came early in the morning for this festival, they are waiting for other relatives to come so that they celebrate together.
14	14_7015_3	2	It will be very nice because everyone in the country has been preparing for this festival.
14	14_7015_4	1	This is a well known place for fun, a lot of people will enjoy themselves.
14	14_7016_0	1	An old man wearing glasses is coming out of the building.
14	14_7016_1	2	Is this the house where this old man stays or he just came to see his friend?
14	14_7016_2	1	This is the building they want to turn into a cinema so that people can be paying.
14	14_7016_3	2	That will be a very good move because there is no cinema in this area were people can watch movies from.
14	14_7016_4	1	It is very nice because even people that have the privelage to watch TV at their homes can come and watch from here.
14	14_7017_0	1	People have assembled to watch two teams playing football in the evening.
14	14_7017_1	2	Will these people manage to finish the game? because it's getting late.
14	14_7017_2	1	They will manage because the people in change of organizing the football match will bring in different vehicles that will transport people to their different homes if it gets late.
14	14_7017_3	2	That will be nice of them because the people that have come to watch this game have come from far fetched areas.
14	14_7017_4	1	That's why they have not bothered to start heading home because they know that even if it gets late, there are cars that will transport them.
14	14_7018_0	1	A man and a woman are riding on a motor bike while wearing helmets, besides them is a shop that sales baby items.
14	14_7018_1	2	These people on the motor bike, could they be husband and wife?
14	14_7018_2	1	Yes they are husband and wife, it's just been a week since they bought the motor bike. Today they decided to use it as they were going into town.
14	14_7018_3	2	Okay actually this type of motor bike is very fast, we just saw them pass in a flash, we actually thought it was the police.
14	14_7018_4	1	Actually this is the new type, it was given to them as a wedding gift.
14	14_7019_0	1	Two children, a boy and a girl are screaming behind the car.
14	14_7019_1	2	Are these kids coming back from school and were picked up by their parents?
14	14_7019_2	1	It looks like their parents went to pick them then left them in the car and went to buy some food in the shop but out of excitment of the kids went behind the car.
14	14_7019_3	2	But why didnt their parents just go with them in the shop?
14	14_7019_4	1	Yes, they should have just carried them because now they risk being arrested by the police for putting the kids behind as if they are trying to abduct them.
14	14_7020_0	1	A young boy is snow skirting while wearing glasses. 
14	14_7020_1	2	But who is teaching this boy how to skirt?
14	14_7020_2	1	Both his parents are the ones teaching him, they actually carry him every weekend to go and skirt.
14	14_7020_3	2	It's good that they teach their child so that he can also tach his friends as they are playing.
14	14_7020_4	1	Okay, thats the reason why we have seen this child snow skirting, his parents have been teaching him.
14	14_7021_0	1	A lot of huge mountains, some have snow while others have the sun shining on them.
14	14_7021_1	2	Are these the mountains where people from different countries come to hike every year?
14	14_7021_2	1	Yes these are the ones, leaders from different countries come to watch these mountains.
14	14_7021_3	2	Indeed they are wonderfully made, many years have passed but they still look the same.
14	14_7021_4	1	These are the mountains that amaze a lot of people from different countries.
14	14_7022_0	1	Two children a girl who is slightly older and a boy who is slightly younger are playing in the house while closing there eyes.
14	14_7022_1	2	It looks like they are closing their eyes so that they dont see as their friend is hiding.
14	14_7022_2	1	Yes they are playing a game called hide and seek.
14	14_7022_3	2	It looked as if they just dont want to look at their friend, not knowing that it is just a game.
14	14_7022_4	1	Yes it is just the kind of game they are playing, it requires them to close their eyes in the house.
14	14_7023_0	1	A guy is sitted with his dog on the ground, another one is sitted with his phone on the other end.
14	14_7023_1	2	The guy putting on a black shirt looks to be worried, what couldbe the problem?
14	14_7023_2	1	He is worried because exams are about to start at his school and he is yet to pay his fees so he is likely not to write the exams, he doesnt know what to do.
14	14_7023_3	2	He should try and talk to his parents, they might feel pity for him and help him out.
14	14_7023_4	1	That's the reason why these guys are sitted in this place they all have different problems.
14	14_7024_0	1	A man is being pulled by a boat as he skies on the water.
14	14_7024_1	2	Is this guy preparing for the competition that will be held on sunday or he is just having fun?
14	14_7024_2	1	He is actually preparing for the cometition, he wants to come out first.
14	14_7024_3	2	He really has to prepare well this year considering the fact that he lost last year.
14	14_7024_4	1	That's wht he is being pulled by the boat as he is skiing.
14	14_7025_0	1	A man is playing his small piano while sitted on a tyre.
14	14_7025_1	2	Is this the guy that plays for people that pass in the road everyday?
14	14_7025_2	1	Yes he is the the one, he plays in the streets and some people give him some money when he plays well.
14	14_7025_3	2	And it's the same money that he is given when he plays well  that he uses to feed his family.
14	14_7025_4	1	That's the reason why he plays his piano ad carries it with him wherever he goes.
14	14_7026_0	1	A young man is showing off his cycling skills at dusk.
14	14_7026_1	2	Is he the one that was selected to go and represent the region in the competition?
14	14_7026_2	1	Yes he is the one who was also chosen to teach the children so that when they grow up they will be able to compete with other people.
14	14_7026_3	2	He really has to prepare well because we have heard that there is another guy from a different town who is very good at cycling.
14	14_7026_4	1	This bicycle really helps him very much thats why he is always cyclying even at dusk.
14	14_7027_0	1	A young man is standing in front of the bus and a crowd of people is looking at him.
14	14_7027_1	2	Could he be the driver of the bus? because everyone is looking at him.
14	14_7027_2	1	Yes he is the driver of the bus, he is standing outside waiting for the people that boarded the bus to come out of the store.
14	14_7027_3	2	He has done well to stop at a store so that people can buy some food because they are very hungry, they have been on the road for some time.
14	14_7027_4	1	That's the reason why the driver is standing, he is waiting for everyone to to get back on the bus when they are done buying their food.
14	14_7028_0	1	A lady wearing a black dress with red shoes, a bag and a flower on her head is passing besides a guy who is parking his bicycle in a place were there a lot of people with bags in front of them.
14	14_7028_1	2	Is this lady also going to get on the bus or she is just passing by?
14	14_7028_2	1	This lady is going to get on the bus but she is just waiting for her boyfriend so that they can go together and sit next to each other on the bus.
14	14_7028_3	2	It's like the boyfriend forgot his bag back home so he has gone to get it, he told his girlfriend to wait for him by the roadside so that they can get on the same bus.
14	14_7028_4	1	That's why she is wearing nice clothes because she is going to a different town with her boyfriend.
14	14_7029_0	1	Two black dogs with other white ones are playing in the grass.
14	14_7029_1	2	Are the the dogs that attacked a child?
14	14_7029_2	1	Yes these are the ones, they are very vicious, sometimes the owner doesnt know that they are out playing.
14	14_7029_3	2	They should be locking them up because one day they will kill someone innocent.
14	14_7029_4	1	So even right now the owner doesnt know that thy are out playing.
14	14_7030_0	1	A man wearing a cap and dark glasses is going up the mountains.
14	14_7030_1	2	Is this the man that hikes the mountains in thos area?
14	14_7030_2	1	Yes he os the one who hikes all the mountains in this area especially if there are leaders that have come through from different countries.
14	14_7030_3	2	He is a very strong man, mountain hiking helps his body to stay fit.
14	14_7030_4	1	He has come hike these mountains to get familiar with them so that he is updated whenever people are talking about them. 
14	14_7031_0	1	A man is standing next to a wall that has grafity on it while holding a placard.
14	14_7031_1	2	Is the the old man that stands here and asks for help every day?
14	14_7031_2	1	Yes he asks from everyone that passes through this road.
14	14_7031_3	2	Does it mean that a lot of people use this route near the wall?
14	14_7031_4	1	That's why you see him standing near the wall, a lot of people give him some money.
14	14_7032_0	1	A youn man wearing a shirt is jumoing into the river, besides the river there are mountains. 
14	14_7032_1	2	Is this the river were a lot of different people come to have fun?
14	14_7032_2	1	Yes this is the river, a lot of people come to have fun here every year especially during summer.
14	14_7032_3	2	That's very good because the government does a good job maintaining this place.
14	14_7032_4	1	Thats they the young man is jumping into the river, it's very nice.
14	14_7033_0	1	A white dog is walking on stones that have snow besides a house.
14	14_7033_1	2	Does the owner of the dog know that they have locked the dog out in the clod?
14	14_7033_2	1	They don't know because the time they were going out it was out playing by the road so they thought it was in its house, that's how they left it outside.
14	14_7033_3	2	It can get sick, they should be taking care of the dog before going out.
14	14_7033_4	1	That's why it is waliking close to the house hoping that it will find a door that is open so that it can enter the house.
14	14_7034_0	1	Two guys wearing helmets are climbing up the mountains.
14	14_7034_1	2	Are these guys competing in mountain climbing?
14	14_7034_2	1	No they are life savers, they are trying to rescue people from the plane that crashed into the mountains.
14	14_7034_3	2	Is this the plane that was carrying one of the leaders that was announced on radio?
14	14_7034_4	1	Yes that's the plane, thats why they are climbing up the mountains to try and save him.
14	14_7035_0	1	Groups of rugby players are celebrating.
14	14_7035_1	2	It looks like these wearing red have won.
14	14_7035_2	1	Yes the ones in red have won hence the celebrations, because the competition was tough for them to come out first.
14	14_7035_3	2	It's sad that our local team has lost, they were just beaten in the dying minutes.
14	14_7035_4	1	They have really tried because this was a tough competition.
14	14_7036_0	1	A baby boy is siteed on the chair eating the food that's on the table.
14	14_7036_1	2	"The mother is like, ""look at me, let me take a picture as you eat so that I can show your father""."
14	14_7036_2	1	That's why the turned has turned ad smiled so that the mother can take a picture while he is eating.
14	14_7036_3	2	Hence his father will be very happy at work.
14	14_7036_4	1	That's why the child is sitted on the chair, the mother has given him food.
14	14_7037_0	1	A baby girl is getting the ball from the ground which has red flowers.
14	14_7037_1	2	This child playing alone, where is the moter?
14	14_7037_2	1	The child came to this ground with the house help.
14	14_7037_3	2	She is troubling the house help that she wants to be playing football just like she watches her father play on TV.
14	14_7037_4	1	That's why she is getting the ball so that she can play the way her father plays on TV.
14	14_7038_0	1	Two men and two women are seated on chairs on the mountain cliff, in front of them is a ditch. 
14	14_7038_1	2	Is this the place where loved ones come to watch the mountains?
14	14_7038_2	1	Yes these are the mountains were loved ones and other groups of people come to relax.
14	14_7038_3	2	They really look nice from afar so when one get's close it's a good feeling.
14	14_7038_4	1	They really like this place that's why they come here every time.
14	14_7039_0	1	A youn boy dressed in black is slidding while folding his legs.
14	14_7039_1	2	Could it be his mother who brought him to play?
14	14_7039_2	1	Yes it's the mother that brought him to the park.
14	14_7039_3	2	She really loves her child so much, the slide feels better with legs folded.
14	14_7039_4	1	That's why he has folded his legs so that he can slide properly.
14	14_7040_0	1	A man dressed in black and a lady dressed in green are holdeing hands in the bush.
14	14_7040_1	2	Did these two come to take wedding pictures?
14	14_7040_2	1	Yes they are from the wedding, the magazine writer asked them to come and take as many pictures as possible so that they can pick whicj ones to put in the magazine.
14	14_7040_3	2	That's good because pictures taken besides green tress really look nice.
14	14_7040_4	1	That's why they are taking pictures in the bush so that the pictures canlook good in the magazine.
14	14_7041_0	1	A man is taking a picture with the bride while holding a white umbrella besides the car.
14	14_7041_1	2	Won't these people get soaked by the time they reach the car?
14	14_7041_2	1	No they won't, this man is the father to the bride he came late for the wedding.
14	14_7041_3	2	He has done well otherwise the bride was going to be sad that her father wasnt there.
14	14_7041_4	1	So he said he should just take pictures with his daughter the bride even thuogh he was late for the wedding.
14	14_7042_0	1	Men, ladies and young children are simming in the river, they are very happy.
14	14_7042_1	2	Are there no crocodiles in this river?
14	14_7042_2	1	There used to be crocodiles a long time ago in this river but now they are all dead, that's why thy have been allowed to swim by the authorities.
14	14_7042_3	2	They did well to get rid of all the crocodiles because a lot of people were scared now even other people from other countries can come and swim when they visit.
14	14_7042_4	1	That's the reason why they are all happy and excited.
14	14_7043_0	1	A child dressed in red is holding a broom on top of the house.
14	14_7043_1	2	It looks like this child was helping out the mother to clean the roof.
14	14_7043_2	1	Yes she carried the child to help her sweep out the water on the roof after the rains.
14	14_7043_3	2	She has trained the child well by involving him in all the chores.
14	14_7043_4	1	That's why she has carried him to help her sweep the roof top.
14	14_7044_0	1	A man is skiing on the river with a white board.
14	14_7044_1	2	Is this man preparing for the competition or he is just showing his kids how to skii on the river?
14	14_7044_2	1	He has carried his children and grandchildren to the river so that he can show them how to skii, hence teaching them.
14	14_7044_3	2	That's good, it's important for young children to learn certain things.
14	14_7044_4	1	That's the reason why this man is skiing on the river.
14	14_7045_0	1	A man is playing a game on the road besides him there is snow.
14	14_7045_1	2	It looks like this man is showing the young kids how to play the game.
14	14_7045_2	1	Yes he found them playing when he knocked off hence he started shoing them how they used to play in hs time.
14	14_7045_3	2	That's good of him, children need to be taught how these games are played.
14	14_7045_4	1	That's the reason why he is playing the game to show the children.
14	14_7046_0	1	A man is standing on the rocks besides the river.
14	14_7046_1	2	Is this the man that likes climbing up the mountains every saturday?
14	14_7046_2	1	Yes he is the one, he always climbs up the mountain every weekend.
14	14_7046_3	2	They say mountain climbing is a way of exercising that helps him maintain his weight.
14	14_7046_4	1	That's the reason why he is standing on the rocks near the mountains besides the river.
14	14_7047_0	1	A ladywearing a white dress is modeling while holding a white cloth.
14	14_7047_1	2	Is this the beauty pagent competition that was announced on radio?
14	14_7047_2	1	Yes the competition started last week and today they are mocing on to the finals.
14	14_7047_3	2	So that's where everyone in the area is going, to watch the competition.
14	14_7047_4	1	Yes, the modeling she is doing is to compete with others.
14	14_7048_0	1	A lady is seated laughing while holding a paper in her hands.
14	14_7048_1	2	Is this the new store that was opened recently where she is sitted?
14	14_7048_2	1	Yes this is the new place where people can come and eat from, and buy things, it is a very big store.
14	14_7048_3	2	They did well to open a big store like this one that has a lot of different things.
14	14_7048_4	1	That's the reason why this lady is happy and excited.
14	14_7049_0	1	Two women are standing at the entrance of the house.
14	14_7049_1	2	It looks like the person they came to see has stepped out.
14	14_7049_2	1	Yes he has the right to go out because he has been waiting for them since morning.
14	14_7049_3	2	It means that they will have to wait for him because they have good news for him.
14	14_7049_4	1	That's the reason why they are standing just by the entrance.
14	14_7050_0	1	One dog is chasing after the ball while the other one is just watching from afar.
14	14_7050_1	2	Is this the place where people come to play with their dogs?
14	14_7050_2	1	Yes this is where they bring their dogs to train them
14	14_7050_3	2	That's why they are using the ball to train it?
14	14_7050_4	1	Yes so that is can learn how to run after things.
14	14_7051_0	1	A horse is running around in the sand in a fenced area.
14	14_7051_1	2	Is this the horse that is going to compete next month?
14	14_7051_2	1	Yes it's the same horse that will go and compete with other horses from different places.
14	14_7051_3	2	They are training it very well, they even put it in a confined place where it can be training from as it prepares for the competition.
14	14_7051_4	1	That's the reason why they have fenced tge area so that the horses dont go very far.
14	14_7052_0	1	A white dog is swimming in the river.
14	14_7052_1	2	Has the owner of this dog noticed that the dog is playing in the river?
14	14_7052_2	1	No he has not because the this dog is fond of coming out of the chain, he usually finds it has left the house.
14	14_7052_3	2	He should take care of it because one day it will get lost or get killed.
14	14_7052_4	1	That's the reason why it has come to play in the river.
14	14_7053_0	1	A white fluffy dog is running around in an area that has trees with it's mouth open.
14	14_7053_1	2	It looks like it is going after a child who is playing in these tress.
14	14_7053_2	1	Yes it has been looking for him but the child has been hiding from it so that it doesnt find him in the trees.
14	14_7053_3	2	He is really troubling the dog but it's like it is used playing this game.
14	14_7053_4	1	That's the reason why it is running around in this area that has trees. it is looking for the child.
14	14_7054_0	1	A group of women and men are standing under a tree behind them there is a house.
14	14_7054_1	2	Is this the group that wants to buy this house and turn it into an office?
14	14_7054_2	1	Yes they have actually bought it and next week they will start working from there, thats why they are posing in front of it to take pictures so that they can go and show their boss at work.
14	14_7054_3	2	It's good that they have bought the house so that they can turn it into work offices.
14	14_7054_4	1	This is the the reason why this group is standing under the tree in front of the house.
14	14_7055_0	1	The dog is trying to get the ball from the ditch.
14	14_7055_1	2	Where has the child who put the ball here gone?
14	14_7055_2	1	It looks like the child has entered the ditch and left the ball, the dog saw that the ball was with the child that's why it has gone to get the ball hoping to find the child.
14	14_7055_3	2	Hasnt the child been trapped by the rock, isn't he hurt?
14	14_7055_4	1	It has trapped him that's why the dog run there, he is shouting under the rock.
14	14_7056_0	1	Three little boys are climbing on the fence.
14	14_7056_1	2	Where is thr house help that brought these kids to play?
14	14_7056_2	1	She went to say hi to her friend who she hasnt seeing in a long time, leaving the children alone on the fence.
14	14_7056_3	2	But wont these children fall or hurt themselves?
14	14_7056_4	1	Indded they can hurt themselves and she wont even know how to go and explain it at home, she should lern to look after the kids.
14	14_7057_0	1	A man wearing a cap is carrying logs on his shoulders while his dog os following him.
14	14_7057_1	2	It looks like his dog wants to be lifted aswell because there is water wher there are passing.
14	14_7057_2	1	Yes and that is because the dog has been taught to be clean everytime so it wants to move in a clean evironment.
14	14_7057_3	2	But why doesn't he leave it home? since it doeasn't like moving in sand.
14	14_7057_4	1	He cant leave it because it will not learn hoe to move on it's on or familiarize with other people, that's why he moves with it.
14	14_7058_0	1	A dog is running around with a stick in it's mouth besides the river.
14	14_7058_1	2	It looks like the child thre the stick in the water so that the dog can go and pick it.
14	14_7058_2	1	The child likes playing with the dog, when it brings it he will throw it again so that it can go and pick.
14	14_7058_3	2	Doesn't the dog get tired?
14	14_7058_4	1	No it doesnt, it feels nice playing.
14	14_7059_0	1	A young boy is happy to play with the young girls  and other boys in the river.
14	14_7059_1	2	He is very excited because he has been telling his parents that he wants to go and swim in the river finally they have brought him today.
14	14_7059_2	1	They used to carry him along when he was just a little child but he couldnt swim but ow he is grown.
14	14_7059_3	2	They have done well to bring him because swimming in the river has made him very happy.
14	14_7059_4	1	That's the reason ehy he is smiling because he is happy that it is his time.
14	14_7060_0	1	A yong man dressed in black is standing holding his dog.
14	14_7060_1	2	It looks like he has carried his dog for a walk today.
14	14_7060_2	1	He has always wanted to carry it for walks but his parents have been stopping him, telling him to wait until it is vacinated so that even if it goes out ther is no problem.
14	14_7060_3	2	Has it been vacinated now? For him to go out with it?
14	14_7060_4	1	Yes the dog is now fully vacinated against all the diseases.
14	14_7061_0	1	A small dog is holding a small red toy by it's mouth behind it is a big dog.
14	14_7061_1	2	Is this dog from picking up the toy that the child threw?
14	14_7061_2	1	Yes all the dogs at hiome have been trained well  so they know what belongs to the child and what belongs to the father.
14	14_7061_3	2	Indeed it can know all that, was it born at this house?
14	14_7061_4	1	Yes it was that's why it knows everything that is found at this place.
14	14_7062_0	1	A white dog wearing a cloth with a number isrunning in a competition.
14	14_7062_1	2	Is this the dog that won the competition that was there last month?
14	14_7062_2	1	Yes this is the dog that won, it is a well trained dog.
14	14_7062_3	2	Okay it has really grown, last month it was small.
14	14_7062_4	1	Yes it has, they feed it good food and inject it with medicine so that it can grow fast and compete very well.
14	14_7063_0	1	Three guys from different teams are playing rugby.
14	14_7063_1	2	The guy wearing a white shirt is trying to pull down the guy wearing a black shirt so that he doesnt score.
14	14_7063_2	1	Yes this game is highly competitive because both teams prepared very well.
14	14_7063_3	2	Indeed this game is highly competitive we dont even know who will win.
14	14_7063_4	1	These are the two most known teams in the country that have reached the finals.
14	14_7064_0	1	A black dog is running in the river
14	14_7064_1	2	Who came with this dog to the river?
14	14_7064_2	1	This dog came with the children, they come here everytime to have fun so today they decided to carry the dog while their parents were not home.
14	14_7064_3	2	So the children where just waiting for their parents to step out so that they could carry the dog? 
14	14_7064_4	1	Yes because their parents don't allow them to carry the dog because it can attack someone.
14	14_7065_0	1	A white dog wants to to throw a black tyre.
14	14_7065_1	2	Isn't this the child's tyre that the mother has been looking for?
14	14_7065_2	1	Actually she has been looking for it for a long time, it's for the child's bicycle.
14	14_7065_3	2	That's why it has picked it so that it can take it to the child.
14	14_7065_4	1	Yes it knows all the things that are found at home.
14	14_7066_0	1	A man wearing a cap is firing his gun at night.
14	14_7066_1	2	Could he be the security guard at these buildings?
14	14_7066_2	1	Yes he is a security guard at one store were they sell phones, TVs and clothes.
14	14_7066_3	2	Does it mean there are a lot of thieves in this town for them to hire a security guard with a gun?
14	14_7066_4	1	Yes, thieves broke in last month that's why they had to hire a security guard.
14	14_7067_0	1	A dog is playing in sand while a man is walking behind it.
14	14_7067_1	2	Could this man be the owner of the dog?
14	14_7067_2	1	Yes he is the owner of the dog, he has made it walk in front of him so that it van learn to walk on it's own.
14	14_7067_3	2	Indeed te man is doing a good job teaching the dog to move on it's own in the road.
14	14_7067_4	1	Yes that's why you have seen him carry his dog in the road and it is walking on it's own.
14	14_7068_0	1	A young man is cycling on his bike besides the river at dusk.
14	14_7068_1	2	Is he going to his place or he is just exercising?
14	14_7068_2	1	He is actually going home, he is from seeing his classmate at the University.
14	14_7068_3	2	That's good, are these the friends that are working on the Mathematcs assignment that their lecturer gave them to do as a group?
14	14_7068_4	1	Yes that's where he is coming from, they are actually done with the group assignment so he is going back home.
14	14_7069_0	1	Two black dogs are are chasing after each other in the grass.
14	14_7069_1	2	Who came with these dogs to this place?
14	14_7069_2	1	The house help who also looks after these dogs is the one that brought them to this place so that they can play from outside, it'stoo much of them being indoors.
14	14_7069_3	2	The owners of the house likes to lock them up as they believe that's when they will be vicious so that they can chase after thieves.
14	14_7069_4	1	They are out for some fresh air so that she can get used to running and barking, thats's why they are barking so much it's because they are in a new place.
14	14_7070_0	1	Three men are cycling their bkes besides the mountain in the sand.
14	14_7070_1	2	Are these the guys that are going for the competition on saturday?
14	14_7070_2	1	Yes they are the ones, they were chosen to to go and compete against other people from different countries. 
14	14_7070_3	2	They are actually preparing well, it's eing three months since they started preparing.
14	14_7070_4	1	Yes, they are good at cycling that's why they were picked out of all the other guys in this town.
14	14_7071_0	1	A girl child with ribbons in hr head is screaming from the window.
14	14_7071_1	2	Is she calling her friends or she is calling her parents?
14	14_7071_2	1	Thus child has been sitted by the window for a long time, she is welcoming her father back home from work.
14	14_7071_3	2	She really loves her father for her to sit by the window for a long time.
14	14_7071_4	1	That's why she is sitting by the window, she really misses her father when he goes for work.
14	14_7072_0	1	A white dog with a belt around it's neck has it's mouth open barking while closing it's eyes.
14	14_7072_1	2	Is this the dog for the soldiers that have come in the area?
14	14_7072_2	1	Yes this  dog is for the soldiers that have come for peace keeping in the area.
14	14_7072_3	2	The coming of these soldiers, is it as a reault of the recent high crime activities in the area?
14	14_7072_4	1	Yes, they have doe well to bring in the soldiers to protect people because it wasnt peaceful.
14	14_7073_0	1	 A dog is running out of the house.
14	14_7073_1	2	Who is chasing the dog for it to run like this?
14	14_7073_2	1	It's the owners of the house that are chasing it because it has eaten the food that was meant for other people.
14	14_7073_3	2	But why didnt they give it dog food that it is supposed to eat?
14	14_7073_4	1	That's why it is running like this it's because it ate other people's food.
14	14_7074_0	1	A small baby wearing a blue cap is sitted in the water.
14	14_7074_1	2	Who has taken this child to play in the water?
14	14_7074_2	1	It is the hose help that has taken him there.
14	14_7074_3	2	His parents just left instructions with the house help before going for help that she should take the child to play.
14	14_7074_4	1	Yes, that's why you see him playing in the water, this child loves being in the water for a long time.
14	14_7075_0	1	Two boys are swinging besides them are houses and trees.
14	14_7075_1	2	Is this the venue where their elder sister's wedding will take place?
14	14_7075_2	1	Yes this id the venue of their sister's wedding that will take place next week.
14	14_7075_3	2	Do these children love this place, do they want to know it in advance?
14	14_7075_4	1	Yes, when they go home they will tell theor elder sister that the venue for her wedding is nice.
14	14_7076_0	1	A small black dog with a belt around it's neck is carrying a red bag by it's mouth.
14	14_7076_1	2	Who is the owner of this bag that the dog has?
14	14_7076_2	1	It belongs to the child that is in the house, she lost it a long time ago.
14	14_7076_3	2	This is a clever dog, it actually carries things that belong to the child and brings them to her.
14	14_7076_4	1	That's the reason why the dog is carrying the red bag, it's because it belongs to the child amd the dog knows the bag.
14	14_7077_0	1	A lady dressed in black is walking on the road besides her is a red cone.
14	14_7077_1	2	Is this lady coming fron the shop where they sell traffic cones?
14	14_7077_2	1	Yes she is from asking how much they cost together with the chicken feeders.
14	14_7077_3	2	Are these the cones that they put when rehabilitating roads so that people and cars don't pass?
14	14_7077_4	1	Yes these are the cones and this is the shop in which they are sold.
14	14_7078_0	1	A dog is carrying a rope by it's mouth while passing in the river.
14	14_7078_1	2	Who is the owner of this dog and where has it found the rope it is carrying?
14	14_7078_2	1	The owners of the dog are seated just near the river.
14	14_7078_3	2	The rope the dog is carrying  was thrown on the river by the child and the dog went to pick it.
14	14_7078_4	1	Hence this is the rope that the dog is carrying while passing in the river.
14	14_7079_0	1	A man and a woman are wearing chrostmas festive dresses in town.
14	14_7079_1	2	Could these be husband and wife?
14	14_7079_2	1	Yes these are husband and wife, they are in town preparing clothes for the festival.
14	14_7079_3	2	That's the reason why they decided to try the clothes on after buyng them?
14	14_7079_4	1	Yes that's why they put them on, people are surprised that they are already dressed in christmas clothes yet it is not yet christmas day.
14	14_7080_0	1	Men are playing volleyball and they have parked there bicycles besides the pitch.
14	14_7080_1	2	Is this the game they play every saturday?
14	14_7080_2	1	Yes this is the game, they paly every saturday in preparations for the monthly tournament.
