pair_id	image	sentence_id	bem_transcription
14	14_7031_2	1	Emukwai alalomba kubantu bonse abalepita munshila.
14	14_7031_3	2	Bushe ninshi icibumba ici icaba pamusebo apa kwena palapita saana abantu?
14	14_7031_4	1	Kanshi eco mumwena alesa aiminina lubali yacibumba ici pantu balamupelako indalama.
14	14_7032_0	1	Umulumendo nafwala akaputula aletolokela mukamana kuli nempili kumbali yakamana.
14	14_7032_1	2	Bushe aka ekamana abantu aba pusana pusana besako mukwangala?
14	14_7032_2	1	Ekamana besako abantu akakene mukwangala cilamwaka makamaka ngakwatampa ukukaba,ngafika mulusuba,balafula saana abantu uku kukamana.
14	14_7032_3	2	Cawama kwena pantu ubuteko nentungulushi baliposako amano ukulawamyamo mumenshi umu.
14	14_7032_4	1	Umulumendo wakaputula akanono kwena eco aletolokela mukamana aka kaliwamisha saana.
14	14_7033_0	1	Imbwa yabuta ilenda mumabwe mukati muli na snow mumbali ya ng'anda.
14	14_7033_1	2	Bushe abene ba mbwa iyi tabeshibe ukuti nabaikomena panse mumpepo?
14	14_7033_2	1	Tabeshibe pantu ninshi bacilafumapo yacilangalila kumusebo abene ukuona kwati ili mukayanda,basuka bafumapo kanshi ishele panse.
14	14_7033_3	2	Kwena kuti yalwala baleposako amano kumbwa lyonse pakufumapo.
14	14_7033_4	1	Knahi co ilendela mumbali yang'anda ukusubila ukuti limbi kuti yasanga icibi nacisuka ingileko mun'ganda.
14	14_7034_0	1	Abalumendo babili mumabwe yamumpili nabafwala nefimpompo fya buta balekwela mumabwe.
14	14_7034_1	2	Bushe abulumendo aba balecimfyanya ukukweleka impili?
14	14_7034_2	1	Awe kwena baleya mukupususha indeke iponene pamulu yamabwe,nibaka pususha bamumabwe.
14	14_7034_3	2	Bushe nindeke ilya umwacikwela bacilolo bacibilisha napacilimba?
14	14_7034_4	1	Emukwai endeke bele mukupususha,ekukwela balekwela mumpili nomba.
14	14_7035_0	1	Amabumba yabakateya wamupila wakuminwe rugby balesefya.
14	14_7035_1	2	Cilemoneka kwati aba abafwele ifya kashika ebawinine.
14	14_7035_2	1	Abafwele ifyakashi kwena nabawina ekusefya balesefya uku,pantu kwena ukucimfya kwaciba ukwashupa pakuti bafume abakubalilapo.
14	14_7035_3	2	Cabipa ibumba lyamuncende yesu lyalusa kwena bacibacimfishafye kumpela.
14	14_7035_4	1	Awe kwena nokwesha bacesha pantu ukucimfya uku kwacikosa saana.
14	14_7036_0	1	Umwana umwaume naikala pa cipuna alelya nefyakulya ifili pe tebulo.
14	14_7036_1	2	"Banina bebele ""ndolesha nkukope apa ulelya ndangishe ba wiso""."
14	14_7036_2	1	Kwena umwana epakupilibuka nokuseka mukupekanya ukumukopa kuli ba nina ninshi alelya ifyakulya.
14	14_7036_3	2	Kanshi abafyashi bakwe abaume balatemwa saana nakuncito kuntu bali.
14	14_7036_4	1	Kanshi epacipuna apa ekele umwana nabamupela nefyakulya kuli banina.
14	14_7037_0	1	Umwana umwanakashi alebula umupila wakumakasa mucibansa umuli namaluba yakashika.
14	14_7037_1	2	Bushe uyu umwana aleangala eka banina balikwisa kanshi? 
14	14_7037_2	1	Eshile mucibansa umu nababomfi ba pang'anda pamyabo.
14	14_7037_3	2	Aleshupa ababomfi ukuti alefwaya ukulateya umupila ngafilyafine ifiteya abafyashi bakwe abaume ngaletamba pacitunshi tunshi.
14	14_7037_4	1	Emupila uyuwine alebula kwena ukuti aleteya ngafilyafine atamba abafyashi bakwe baleteya pa citunshi tunshi.
14	14_7038_0	1	Bashi tata babili naba namayo babili nabekala patupuna kumpili nacilongoma pantanshi yabo.
14	14_7038_1	2	Bushe eyi encende aba temwikwa besako mukutamba impili?
14	14_7038_2	1	Impili ishi balesa abatemwikwa mukutusha bambi abesako mabumba yabantu abamu filonganino ifya lekana lekana.
14	14_7038_3	2	Pantu shilamoneka bwino nangu uli apatali wemuntu cakuti wafika mupepi kutemwa saana.
14	14_7038_4	1	Kwena impili ishi balishitemwa saana eko besa cilanshita kanshi ekwikala bekele.
14	14_7039_0	1	Umwana umulumendo aleshelela nafwala ifyafita napeta namolu.
14	14_7039_1	2	Bushe uyu umwana nibanani bamuletele mukwangala uku?
14	14_7039_2	1	Emukwai ni banina bamuletele mukwangala kuncende isangwako ifyakwangasha abana abanono ngaena.
14	14_7039_3	2	Balimutemwa saana umwana uyu pantu pacishelemuko palawama ngacakuti amolu naupeta.
14	14_7039_4	1	Kanshi ekupeta amolu apetela ukuti aleshelela bwino.
14	14_7040_0	1	Umulumendo nafwala ifyafita nomukashana nafwala ifya katapa katapa nabekatana mumpanga.
14	14_7040_1	2	Bushe aba babili bacisa mukukopwa ifipikica fya bwinga?
14	14_7040_2	1	Kwena bafumine kubwinga nabakalemba wama buku bacibeta ukuti bakopwe ifikope ifingi elo balasalapo ifya kubika muma buku yaba kalemba.
14	14_7040_3	2	Cawama pantu ifikope fyamufimuti fya katapa katapa fila wama saana.
14	14_7040_4	1	Kanshi ekukopwa balekopwa mumpanga umu ukuti fikafume bwino  ifikope muma buku yakuhitisha.
14	14_7041_0	1	Shi tata alekopwa icikope na banabwinga nabakwata naka umbrella aka buta kumbali ya cimbaya mbaya.
14	14_7041_1	2	Bushe abantu aba tabalokwe pakuti bafike ku cimbaya mbaya?
14	14_7041_2	1	Awe tabalokwe uyu shi tatamufyashi wakwa nabwinga uyu,acicelwa mukukopwa ifikope.
14	14_7041_3	2	Awe acita bwino pantu nabwinga ngatacitemwa ukuti abafyashi bakwe tabalafika.
14	14_7041_4	1	Kanshi emufyashi acitila kankopwe nomwana wandi nabwinga nangu nacicelwa ku bwinga.
14	14_7042_0	1	Abalumendo nabakashana nabana abanono balesamba mukamana,nabasansamuka.
14	14_7042_1	2	Bushe akamana aka tamusangwa ing'wena?
14	14_7042_2	1	Mukamana umu kale mwalesangwa ing'wena apa nomba shonse shalipwa ukufwa kanshi balibasumunisha nokusambamo kuntungulushi sha mimana yonse.
14	14_7042_3	2	Kanshi cawama ngabali fumyamo shonse pantu abantu bosne emo baletina nomba kusuka nabena fyalo bambi baleisa mukusambamo nokutandala.
14	14_7042_4	1	Ekusansamuka uku basansamwike kwena abalumendo,abakashana nabana abanono.
14	14_7043_0	1	Umwana umunono nafwala ifyakashika necipyango icamenshi pamulu wang'anda.
14	14_7043_1	2	Cilemoneka kwati uyu mwana acila afwako banina ukuwamya pamutenge.
14	14_7043_2	1	Kwena bacimusenda pamutenge mukupyangapo amenshi yamfula ,ilya yalokele saana bulya bushiku.
14	14_7043_3	2	Blimukusha bwino saana pantu muncito shonse balamubikamo
14	14_7043_4	1	Epamutege apa kwena bamusendele umwana necipyango camumenshi.
14	14_7044_0	1	Shi tata ale samba mukamana naka bwato akabuta.
14	14_7044_1	2	Bushe uyu shitata alepekanisha ukucimfya nangula alelanga fya abana bakwe ifya kusamba pakamana?
14	14_7044_2	1	Kwena nabasenda abana bonse nabeshikulu bakwe kukamana mukubalanga ifyakula shelela mumenshi,kanshi balesambililako.
14	14_7044_3	2	Cawama saana pantu abana abanono balafwaika ukulanga amangalo yakale .
14	14_7044_4	1	Kanshi eku shelela aleshelela mukamana shitata uyu.
14	14_7045_0	1	Shi tata aleteya igo pamusebo kumbali kuli na snow.
14	14_7045_1	2	Cipalile kwati uyu shitata alelanga abana abanono ifya kuteya igo.
14	14_7045_2	1	Emukwai acisanga baleteya inshi acifuma kuncito epakuba langako fintu baleteya munkulo shabo akale.
14	14_7045_3	2	Cawama saana abana abanono balafwaikwa ukubalanga amangalo yaliko kale.
14	14_7045_4	1	Eko aleteya igo pamusebo apa nomba mukulanga abana abanono.
14	14_7046_0	1	Umulumendo naiminina mumabwe yamumpili kumbali kuli akamana.
14	14_7046_1	2	Bushe ewuyu umulumendo watemwa ukunina impili pacibelushi?
14	14_7046_2	1	Ala kwena euyuwine alakwela cila mulungu ninshi naya mukukwela ale posha nabantu.
14	14_7046_3	2	Abati ukukwela impili kulamwafwilisha nokubweshako umubili ukukana ina saana.
14	14_7046_4	1	Kanshi emumabwe eshile iminina kumbali yakamana kwena mumpili.
14	14_7047_0	1	Umukashana nelaya ilya buta ale meka naimya  nensalu mumulu.
14	14_7047_1	2	Bushe ewuku ukucimfya kwa kumeka balebilisha pa Cilimba?
14	14_7047_2	1	Emukwai ukucimfya kwalitampa umulungu wafumineko kanshi lelo bali mukusondwela kuma finals.
14	14_7047_3	2	Kanshi ekuleya nebumba lyabantu pacipanda bonse mukutamba abalecimfya.
14	14_7047_4	1	Ekumeka alemeka uku kwena kwakucimfya.
14	14_7048_0	1	Umukashana naikala aleseka naikata necipepala kuminwe.
14	14_7048_1	2	Bushe umu ekele emwi sitolo bafumine ukwisula umwakulila?
14	14_7048_2	1	Kwena nyumumwine beswile umwakuti mwakulila,kabili nokushitamo ifya kufwala ,awe kanshi likalamba saana ili isitolo lyalikwata nefipuna.
14	14_7048_3	2	Balicita bwino ukwisula isitolo lyakula bwino ilikwite nefipe ifya lekana lekana kwena.
14	14_7048_4	1	Ensansa shonse ishi kwena umukashana akwete lituka atemenwe.
14	14_7049_0	1	Banamayo babili nabeminina pamwinshi ya ng'anda.
14	14_7049_1	2	Cilemoneka kwati umutu beshile mukumona nafumapo.
14	14_7049_2	1	Kwena kuti afumapo pantu kale acitampa ukubalolela katwishi nokobacipita.
14	14_7049_3	2	Kanshi ninshi balamulolela,pantu nabamuletelako ilyahsi ilisuma.
14	14_7049_4	1	Kanshi epa mwinshi apa beminine inshita itali.
14	14_7050_0	1	Imbwa ile pepeka ka bola imbi imbwa eletambafe apatali mufyani.
14	14_7050_1	2	Bushe eh iyi ncende abantu besa mukwangala nembwa shabo? 
14	14_7050_2	1	Emukwai emo besa muku sambilisha imbwa nefya kupepeka bakabolala.
14	14_7050_3	2	Kanshi eka bola aka balei butusha nako?
14	14_7050_4	1	Emukwai emukusambilila ukubutukisha nokupepeka ifintu.
14	14_7051_0	1	Horse ilebutuka mumaloba muncende bacingilila nama pulanga.
14	14_7051_1	2	Bushe eyili ihose lileya mukucimfya uyu mwenshi uleisa?
14	14_7051_2	1	Emukwai nililine likalaya mukucimfya nama horse yambi ayaku ncende imbi.
14	14_7051_3	2	Balelipekanya bwino saana kwena bala lilembela nokucingilisha umwakuti lingalabutukila mukupekanya ukucimfya.
14	14_7051_4	1	Ekucingilisha incende kwena namapulanga pakuti ama horse yelafuma ukuya ukutali.
14	14_7052_0	1	Imbwa iya buta ilesamba mukamana.
14	14_7052_1	2	Bushe abene bambwa iyi nabamona ukuti imbwa yabo ileangalila mukamana? 
14	14_7052_2	1	Awe tabaimwene kwena pantu imbwa ilaputula kuntambo yeka lyonse basangafe naifuma mukayanda yakako.
14	14_7052_3	2	Baleimona bwino pantu bumo bushiku kuti basanga nailuba nangu nabaipaya.
14	14_7052_4	1	Kanshi emukamana umu ishile mukusamba imbwa iyi.
14	14_7053_0	1	Imbwa iyamasako iyabuta nayasama ninshi ilebutuka muncende umuli ifimuti.
14	14_7053_1	2	Cilemoneka kwati ilekonka umwana uwuleangalila mufimuti umu.
14	14_7053_2	1	Emukwai kale yambile ukumufwaya,umwana ena  alefisama ukuti imusange mufimuti afisememo.
14	14_7053_3	2	Kwena alecusha imbwa, awe nico kwena yalibelela ukwangala mumusango uyu nomwana.
14	14_7053_4	1	Ekubutuka ilebutaka muncende yafimuti namaloba kwena mwana ilefwaya.
14	14_7054_0	1	Ibumba lya banamayo naba shitata nabeminina munshi ya cimuti kunuma yabo kuli nen'ganda.
14	14_7054_1	2	Bushe eyili ibumba ililefwaya ukushita ing'anda iyi pakuti bapangemo offeshi?
14	14_7054_2	1	Emukwai nokushita bashita kanshi umulungu uyuwine uleisa ninshi batampa ukubombelamo umumwine,kanshi ekukopelwapo icikope pakuti baye langako intungulushi ya pancito yabo.
14	14_7054_3	2	Cawama pantu bashita ing'anda kabili yalasanguka li offesi lyakubombelamo.
14	14_7054_4	1	Kanshi ebumba ili iliminine munshi yacimuti kunuma yabo kuli neng'anda.
14	14_7055_0	1	Imbwa ilebula ka bola aka buta pa bwendo.
14	14_7055_1	2	Bushe umwana wacikabikamo ka bola aka ele kwisa?
14	14_7055_2	1	Ci palile kwati umwana naingila muka bwendo umumwine nomba ka bola ekashala kalemweneka ,imbwa epakumona kabola kaciba nomwana epakukonkako ukuya fumya nokusubila ukuti umwana alabamo.
14	14_7055_3	2	Bushe kwena umwana tacimufwantile icilibwe kwena taicenene?
14	14_7055_4	1	Kwena nacimufwanta ecacilenga nembwa ise bwangu pantu alepundila mukati yacilibwe.
14	14_7056_0	1	Abana abanono batatu bale kwela nokwenda palupango lwafikopa.
14	14_7056_1	2	Bushe umubomfi uletele abana aba mukwangala alikwisa? 
14	14_7056_2	1	Acitila ati aya aposheko umunankwe kale bamonenepo ,asuka asha abana beka muma pulanga.
14	14_7056_3	2	Nomba kwena teti bapona nangu ukuicena abana kwena?
14	14_7056_4	1	Cishinka kutibapona nangufe ukuluba elo nomba ayalondolla shani kung'anda,awe kwena alesunga bwino abana.
14	14_7057_0	1	Shi tata nakasote nasenda inkuni pamabeya ninshi imbwa ilemutolokela.
14	14_7057_1	2	Cilemoneka kwati imbwa yakwe ilefwaya uku imya nayena pantu epo balepita pali amenshi.
14	14_7057_2	1	Emukwai necocine imbwa balifunda ukuti taifwile ukulamba awe kanshi ifwayafe ukwenda umwa busaka.
14	14_7057_3	2	Bushe kanshi teti bale isha kung'anda? kaili taifwaya ukwenda mumaloba.
14	14_7057_4	1	Awe kwena teti baishe ninshi tayakeshibe ifyakwedna yeka nangu ukubelesha abantu,kanshi eco baisendela.
14	14_7058_0	1	Imbwa necimuti kukanwa ilebutuka kumbali ya kamana.
14	14_7058_1	2	Cilemoneka kwati umwana aciposa icimuti mu menshi ati imbwa ileya isende.
14	14_7058_2	1	Umwana kwena alitemwa ukucusha imbwa,nakabili ngayamuletela alaposa icimuti pakuti imbwa ileya mukutola.
14	14_7058_3	2	Imbwa nayo iyi bushe tainaka?
14	14_7058_4	1	Awe kwena tainaka yena ilasangamo ukwangala.
14	14_7059_0	1	Umwana umulumendo aleseka nokwangala mukamana naba kashana nabalumendo kunuma yakwe.
14	14_7059_1	2	Ali uwansansa sana pantu kale amba ukweba abafyashi bakwe ati alefwaya ukuya mukwangala mukamana lelo nabamuleta.
14	14_7059_2	1	Pantu balemusenda akale ninshi alife umwana umunono,kanshi takwetepo ishuko lyakusambamo mukamana apa nomba nakula.
14	14_7059_3	2	Kwena nabacita bwino saana abafyashi bakwe pantu ukusamba mukamana nakumuletela insansa.
14	14_7059_4	1	Kanshi eco alesekela alinensansa saana pantu inshita yakwe naifika.
14	14_7060_0	1	Umulumendo nafwala ifyafita nabeminina nembwa naikata.
14	14_7060_1	2	Cilemoneka kwati umulumendo lelo nasendako imbwa yakwe mukwenda.
14	14_7060_2	1	Kale atampa ukufwaya ukusenda imbwa yakwe mukwenda nomba abafyashi bakwe kwena balekanya ukuti lolela ikatungwe inyeleti yabulwele sha mbwa pakwebati nangu aisenda mubantu takuli ubwafya.
14	14_7060_3	2	Abati naitungwa nomba? pakuti aifumye mumusebo kwena.
14	14_7060_4	1	Kwena nimbwa iyatungwa inyeleti shonse ishalembwa ukutunga imbwa.
14	14_7061_0	1	Imbwa inono naikwata ka toy aka kashika kukanwa kunuma kuli nembwa ikalamba.
14	14_7061_1	2	Imbwa iyi yafuma ukutola ka toy umwana aciposa?
14	14_7061_2	1	Emukwai imbwa ishi shonse isha pang'anda balishifunda ifintu ifingi saana kanshi shalishiba nefipe fyonse ukuti fya mwana nangula fya bafyashi.
14	14_7061_3	2	Awe kwena kuti yafishiba bushe yafyalilwa pang'anda apapene batini?
14	14_7061_4	1	Emukwai kwena epoyafyalilwa kanshi fyonse yalifishiba ifisangwa pancende apa.
14	14_7062_0	1	Imbwa iyabuta naifwala inambala ilebutuka muncende yakucimfya.
14	14_7062_1	2	Bushe eh iyi imbwa yawinine ukucimfya kwaliko uyu mwenshi wafumineko?
14	14_7062_2	1	Emukwai niyiyine imbwa yaliwina balifunda bwino saana.
14	14_7062_3	2	Awe kwena naikula pantu umweshi wafumineko yaliko inono.
14	14_7062_4	1	Kwena naikula balaipela umuti nefyakulya ifya kukula bwangu nokubutuka bwino pakucimfya.
14	14_7063_0	1	Abalumendo batatu abakuma bumba yabili ayapusana baleteya umupila wakuminwe.
14	14_7063_1	2	Umulumendo ufwele ishati lya buta aletolokelala umulumendo ufwele ishati lya fita pakuti eyingisha.
14	14_7063_2	1	Emukwai kanshi ukucimfya kwamupila uku nakukosa saana pantu yonse yabili amabumba yali pekanya bwino saana.
14	14_7063_3	2	Awe kanshi ukucimfya uku nakukosa tatwishibe nabala wina abanabo.
14	14_7063_4	1	Emabumba yalumbikwa mu calo conse aya yabili ayafika nakumpela yakucimfya.
14	14_7064_0	1	Imbwa iya fita ilebutuka mukamana .
14	14_7064_1	2	Bushe imbwa iyi ishile nabanani ku kamana?
14	14_7064_2	1	Imbwa iyi kwena ishile nabana bapang'anda balesa mukwangala lyonse kanshi lelo epa kusenda nembwa,ninshi abafyashi wabo tabalipo pang'anda.
14	14_7064_3	2	Kanshi abana balelolelafye abafyashi bafumapo pang'anda elo nomba basenda imbwa kunta baleya?
14	14_7064_4	1	Emukwai umulandu wakuti abafyashi balakanya ukulapishanya imbwa mucipanda kutiya suma abantu.
14	14_7065_0	1	Imbwa iya buta ilefwaya ukuposa icili wilo ca fita.
14	14_7065_1	2	Bushe tewilo lya mwana ili banina balefwaya?
14	14_7065_2	1	Elyo kwena kale batampile ukulifwaya lya kunjinga ya mwana.
14	14_7065_3	2	Kanshi ekutola yatola ukuti itwalile umwana umwine wa njinga.
14	14_7065_4	1	Emukwai yalifishiba ifipe fya pang'anda fyonse.
14	14_7066_0	1	Umulumendo nafwala akasote aleshuta imfuti ubushiku.
14	14_7066_1	2	Bushe kuti aba ni malonda ulonda ifikulwa uyu?
14	14_7066_2	1	Kwena ni malonda wa pe tuka lilya bashitishamo balamya,ifitunshitunshi nefyakufwala.
14	14_7066_3	2	Ninshi mukalale umu baleba saana pakuti bengishe malonda nemfuti?
14	14_7066_4	1	Emukwai umweshi wafumineko balibebila kanshi epakwingisha incito malonda nemfuti.
14	14_7067_0	1	Imbwa ileangala mumaloba nashitata aleisa kunuma yaiko.
14	14_7067_1	2	Bushe uyu shitata aleisa kunuma emwine wambwa?
14	14_7067_2	1	Emukwai emwine wambwa iyi kanshi aitangishako kuntashi,pakuti ilesambilila ukuyendela mumusebo.
14	14_7067_3	2	Awe kwena shi tata alecita bwino ukulafunda imbwa yakwe ukwenda mumusebo.
14	14_7067_4	1	Emukwai ukumona uku mwamona ukusenda imbwa yakwe mumusebo nokuyendela ileyendela.
14	14_7068_0	1	Umulumendo alecofa injinga kumbali ya kamana icungulo.
14	14_7068_1	2	Bushe uku aleya eko ekala nangu aleolola fye amolu pa cungulo?
14	14_7068_2	1	Kwena aleya kung'anda afuma mukumona abanankwe basambilila bonse pa sukulu yabakalamba.
14	14_7068_3	2	Cawama bushe ekubanakwe ukukwine balesanga bonse insamushi shabapele bakafundisha wabo ukuti basangile pamo?
14	14_7068_4	1	Emukwai eko afuma bapwisha nokupwa ukusanga insamushi shonse babapele ukusanga ,abwekelamo nakung'anda nomba.
14	14_7069_0	1	Imbwa shibili isha fita shile bosa nokupepekana mu fyani ifya katapa katapa.
14	14_7069_1	2	Bushe uwishile nembwa ishi kuncende iyi ninani?
14	14_7069_2	1	Umubomfi wapang'anda ulolekesha na pa mbwa shine ishi eushiletele kuncende iyi ukuti shangaleko panse shacilamo ukulasangwafe mukayanda bashikulila.
14	14_7069_3	2	Pantu kwena abene bapang'anda balitemwafe ukushikomena ukuti eloshikalipa bwangu pakuti shile pepeka bakabolala bwino.
14	14_7069_4	1	Kanshi pupweko umwela wa mulubansa pakwebati shile belela nokubutuka,noku bosa ico sha bosela saana pantu sha sangwa kuncende ipya.
14	14_7070_0	1	Abalumendo batatu balecofa ama jinga kumbali yalupili mumaloba.
14	14_7070_1	2	Bushe ebalumendo baleya muku cimfya pa cibelushi aba?
14	14_7070_2	1	Kwena eabababene balibasala ukucimfya nama bumba yabalumendo bakafuma ku calo cimbi.
14	14_7070_3	2	Awe kwena baleipekanya bwino saana pantu papita imyeshi itatu epobatampila ukupekanya.
14	14_7070_4	1	Emukwai baliposako amano muku cofa ama jinga kanshi ecobabasalile paba lumendo bonse aba mukalale muno.
14	14_7071_0	1	Umwana umwanakashi alepunda pa window nama ribbon mumutwe.
14	14_7071_1	2	Bushe aleita abanankwe nangu aleita abafyahsi bakwe abaume?
14	14_7071_2	1	Umwana uyu kale ekele pa window apa alesengela abafyashi bakwe abaume eko balaisa ukufuma kuncito.
14	14_7071_3	2	Awe kwena alibatemwa saana abafyashi bakwe abaume pakuti ekale inshita itali apo pa window.
14	14_7071_4	1	Kanshi epa window apa ekele icakuti kwena alabafuluka saana ngabaya kuncito abafyashi bakwe abaume.
14	14_7072_0	1	Imbwa iyabuta naishibata ninshi ilepunda nayasama namukanwa naikwata na belt mumukoshi.
14	14_7072_1	2	Bushe nimbwa yabashilika aba abeshile mucipanda cino?
14	14_7072_2	1	Emukwai abene bambwa iyi mashilika  aba abeshile mukusunga umutende wa mucipanda muno.
14	14_7072_3	2	Ukwisa kwa bashilika bushe nipanuma yakusanswa kuli bakabolala basanshile icipanda conse?
14	14_7072_4	1	Nababomba bwino saana ukuleta abashilika ukucingililako abantu bonse pantu tamwali umutende muncende conse.
14	14_7073_0	1	Imbwa ilebutuka ukufuma mung'anda.
14	14_7073_1	2	Bushe nibanani bale butusha imbwa iyi ilebutuka umusango uyu?
14	14_7073_2	1	Imbwa iyi bene bang`anda baleitamfyamo  mungànda pantu nailya umunani onse uwakulya abantu.
14	14_7073_3	2	Nomba ninshi tabaipela iyakulya fyambwa efyoilingile ukulya?
14	14_7073_4	1	Kanshi ekubutuka yabutuka umusango uyu,kanshi yacilala ifyakulya fyabantu.
14	14_7074_0	1	Umwana umunono nakasote ka blue naikala mumenshi.
14	14_7074_1	2	Bushe nibanani bamutweleko kumenshi umwana uyu?
14	14_7074_2	1	Abati ele nababomfi bapangànda,ebamutwele.
14	14_7074_3	2	Ninshi abafyashi bakwe bacisha aebafye ababomfi pakuya kuncito ukuti batwale umwana mumenshi.
14	14_7074_4	1	Emumenshi umu mwamumona umwana,alitemwa ukwikala mumenshi inshita itali.
14	14_7075_0	1	Abana babili abalumendo balepeluka pacimpelwa lubali kuli namayanda nefyani.
14	14_7075_1	2	Bushe kuncende uku bali ekulebela ubwinga bwa mukalamba wabo?
14	14_7075_2	1	Kwena encende ine iyi ukukabela ubwinga bwamukalaba wabo umulungu uyu uleisa.
14	14_7075_3	2	Nomba abana ninshi balipatemwa pancende ine iyi,balefwaya bapeshibe calimo?
14	14_7075_4	1	Emukwai kanshi nenshita balaya kun`ganda balaya mukushimikila umukalamba wabo ukuti incende pakabela ubwinga bobe pasuma saana.
14	14_7076_0	1	Imbwa inono iya fita nomushipi mumukoshi naikwata akacola kakashita kukanwa.
14	14_7076_1	2	Bushe ka cola kabanani aka imbwa ikwete?
14	14_7076_2	1	Ka cola ka mwana ushele mungànda kale akalufya akacola aka.
14	14_7076_3	2	Kwena imbwa yalicenjela yalishiba nokusenda ifintu fyamwana nokumutwalila.
14	14_7076_4	1	Kanshi eco imbwa ikwatile akacola kakashika mulandu wakweba ati kacola kamwana nembwa yalikeshiba akacola.
14	14_7077_0	1	Umukashana ufwele ifya fita alepita mumusebo panshi pali nepenga lyakashika.
14	14_7077_1	2	Bushe umukashana uyu afuma mwituka ili bashitishamo amapenga yamumusebo?
14	14_7077_2	1	Emukwai afuma mukwipusha imitengo shama penga nefyakulisishamo inkoko.
14	14_7077_3	2	Bushe aya emapenga babika ngabale wamya imisebo ngatabalefwaya abantu ne fimbayambaya ukupitamo?
14	14_7077_4	1	Emukwai emapenga ayayene mwi sitolo umu emobashitisha.
14	14_7078_0	1	Imbwa naikwata intambo kukanwa ilepita mumenshi mukamana.
14	14_7078_1	2	Bushe imbwa iyi yabanani kabili intambo iyi ikwete kukanwa ifumishe kwisa?
14	14_7078_2	1	Imbwa iyi abene bekele akatalamukila namenshi.
14	14_7078_3	2	Intambo iyi imbwa ikwete ,umwana kale atampile ukuposa mumenshi ne mbwa nayo ileya mukutola mumenshi.
14	14_7078_4	1	Kanshi entambo iyi ikwete mukamana umu ilepita.
14	14_7079_0	1	Shi tata nanamayo nabafwala amalaya yakusefeshamo christmas mukalale.
14	14_7079_1	2	Bushe bakashi nabalume aba mukalale?
14	14_7079_2	1	Emukwai bakashi nabalume ,bali mukalale balepekanya ifyakufwala fyakusefeshamo.
14	14_7079_3	2	Kanshi panuma yakushita ifyakusefeshamo bafwalamo nokufwalamo?
14	14_7079_4	1	Kashi emifwalile iyi abantu bonse nabapapafe ukuti abantu aba nabafwala calimo nobushiku tabulafika.
14	14_7080_0	1	Abalumendo baleteya umupila waku minwe nababika nama jinga kumbali yacibansa.
14	14_7080_1	2	Bushe emupila uyu bateya pa cibelushi lyonse?
14	14_7080_2	1	Emukwai umupila uyu balateya lyonse pacibelushi mukupekanya ukucimfya ukubako cila mweshi.
14	14_7080_3	2	Kanshi balingile ukuposako amano kaili amangalo yapa mweshi epo basala abacimfishe bwino ukuteya nabaku calo kumbi batini?
14	14_7080_4	1	Emukwai eko basala abakuya cimfya nabakucalo kumbi kanshi ekuteya uku mubamona lyonse pa cibelushi.
14	14_7081_0	1	Imbwa ishili four isha buta shilebutuka nabashifimba kukanwa.
14	14_7081_1	2	Bushe eishi imbwa basalile ukucimfya nembwa shaku kalale kambi?
14	14_7081_2	1	Emukwai basalilefe ishili four mucipanda muno ukuya cimfya.
14	14_7081_3	2	Awe kwena shalikalipisha imbwa ishi abati abaleshifunda bashilika balya abaishile mucipanda cesu.
14	14_7081_4	1	Saana kwena balishifunda bwino ekumona mwashimona nomba shilecimfya nembwa sha ku kalale,nokucetekela ukuti shalacimfya bwino.
14	14_7082_0	1	Shi tata naingila mukati yacilibwe mumpanga.
14	14_7082_1	2	Bushe shi tata uyu ewaba pali bakapususha wabantu mumabwe?
14	14_7082_2	1	Emukwai epo aba pali balya basala ukupususha abantu.
14	14_7082_3	2	Kanshi emumabwe umu ali acumfwa ukuti kuli abana abaponene mumabwe?
14	14_7082_4	1	Emukwai ekubutukila abutukilamo bwangu ukuti abapusushe mukati muntu bali.
14	14_7083_0	1	Abalumendo abali four bale ensha ama horse muku cimfyanya mucibansa.
14	14_7083_1	2	Bushe ecibansa bafumine mukuwamya ici?
14	14_7083_2	1	emukwai balewamya mukupekanya kwakucimfya kutampile.
14	14_7083_3	2	Balibilisha pacilimba ukuti ba cilolo bamuno calo naba letelapo nama horse nayambi ukuti balebomfya nga bacimfya bwino mukucimfya kulecitika.
14	14_7083_4	1	Kanshi ekomwamona ama horse ayali four napakwela nabantu balecimfya nabantu bakuma bumba yambi.
14	14_7084_0	1	Bashi tata babili balengala nabana abakashana babili balebensha napaka motoka akanono.
14	14_7084_1	2	Bushe aba bana babo aba bashi tata babili?
14	14_7084_2	1	Emukwai bana babo,kabili bamo pali bashi tata aba banabo beshilefe muku tandala.
14	14_7084_3	2	Bushe mukutandala beshile eko bacisenda nomwana wabo?
14	14_7084_4	1	Bcimusenda umwana wabo ukuti ese mukwangalako nomwana wabanabo ,eko mwabamona uku bale angala nabo panse bonse.
14	14_7085_0	1	Umwana umwanakashi umunono ale angasha iluba ilyabuta.
14	14_7085_1	2	Bushe umwana uyu alife eka nangu ali nabafyashi bakwe?
14	14_7085_2	1	Umwana uyu eshile nabafyashi bakwe nomba bashala mucikulwa mukati.
14	14_7085_3	2	Nomba baleka umwana alenda eka,kwena baleposako amano kumwana ngabali kucintu bwingi.
